ENSG	ENTREZID	GENETYPE	SYMBOL	GENENAME	log2FoldChange	V	classification	specific.factor
3051	ENSG00000115282	64427	protein-coding	TTC31	tetratricopeptide repeat domain 31	0.125974034978978	0.0343845404118169	basal	NA
3052	ENSG00000115286	374291	protein-coding	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	0.0110917144051649	0.00925078057209146	basal	NA
3053	ENSG00000115289	84759	protein-coding	PCGF1	polycomb group ring finger 1	-0.0359439028210547	0.00822716774455701	basal	NA
3054	ENSG00000115295	79745	protein-coding	CLIP4	CAP-Gly domain containing linker protein family member 4	-0.0982170516612602	0.0612987607643978	basal	NA
3055	ENSG00000115306	6711	protein-coding	SPTBN1	spectrin beta, non-erythrocytic 1	-0.337381202112658	0.0231571763642081	basal	NA
3056	ENSG00000115307	550	protein-coding	AUP1	AUP1 lipid droplet regulating VLDL assembly factor	0.0732597831340892	0.00848986625465194	basal	NA
3057	ENSG00000115310	57142	protein-coding	RTN4	reticulon 4	-0.0393627689173055	0.125102941278157	basal	NA
3058	ENSG00000115317	27429	protein-coding	HTRA2	HtrA serine peptidase 2	-0.0107261465592567	0.00193365120628481	basal	NA
3059	ENSG00000115318	84695	protein-coding	LOXL3	lysyl oxidase like 3	-0.0825662028285198	0.0286241636211922	basal	NA
3060	ENSG00000115325	1796	protein-coding	DOK1	docking protein 1	-0.0224829772216808	0.0268930315331506	basal	NA
3061	ENSG00000115339	2591	protein-coding	GALNT3	polypeptide N-acetylgalactosaminyltransferase 3	-0.305016647983334	0.0668825041056336	basal	NA
3062	ENSG00000115350	56655	protein-coding	POLE4	DNA polymerase epsilon 4, accessory subunit	-0.00387901922998585	0.0820606067449184	basal	NA
3063	ENSG00000115355	55704	protein-coding	CCDC88A	coiled-coil domain containing 88A	0.0259242999098608	0.00653915858870908	basal	NA
3064	ENSG00000115363	84141	protein-coding	EVA1A	eva-1 homolog A, regulator of programmed cell death	0.100959478298306	0.097283856798548	basal	NA
3065	ENSG00000115364	9801	protein-coding	MRPL19	mitochondrial ribosomal protein L19	0.026855883573681	0.00519827547577174	basal	NA
3066	ENSG00000115365	10314	protein-coding	LANCL1	LanC like glutathione S-transferase 1	-0.044156871318485	0.019538379579244	basal	NA
3067	ENSG00000115368	84128	protein-coding	WDR75	WD repeat domain 75	0.0287981436137808	0.00195334652276405	basal	NA
3068	ENSG00000115380	2202	protein-coding	EFEMP1	EGF containing fibulin extracellular matrix protein 1	-0.716916156705532	0.288214191563653	basal	NA
3069	ENSG00000115392	55120	protein-coding	FANCL	FA complementation group L	-0.0241640484445467	0.00561371246806304	basal	NA
3070	ENSG00000115414	2335	protein-coding	FN1	fibronectin 1	-0.101236683954518	0.0308409613285519	basal	NA
3071	ENSG00000115415	6772	protein-coding	STAT1	signal transducer and activator of transcription 1	-0.114973784534053	0.0367199638700824	basal	NA
3072	ENSG00000115419	2744	protein-coding	GLS	glutaminase	-0.0173220289708774	0.00225871687926779	basal	NA
3073	ENSG00000115421	64895	protein-coding	PAPOLG	poly(A) polymerase gamma	0.0317227135043835	0.00970658489567981	basal	NA
3074	ENSG00000115425	55825	protein-coding	PECR	peroxisomal trans-2-enoyl-CoA reductase	-0.0132469038359477	0.00407376968190899	basal	NA
3075	ENSG00000115457	3485	protein-coding	IGFBP2	insulin like growth factor binding protein 2	-0.837154483805467	0.292927203840074	similar	NA
3076	ENSG00000115459	84173	protein-coding	ELMOD3	ELMO domain containing 3	0.0362778073887345	0.00403917083969943	basal	NA
3077	ENSG00000115461	3488	protein-coding	IGFBP5	insulin like growth factor binding protein 5	-0.0275610823667095	0.00897949239467026	basal	NA
3078	ENSG00000115464	9736	protein-coding	USP34	ubiquitin specific peptidase 34	0.0449597439533799	0.00663814768999655	basal	NA
3079	ENSG00000115484	10575	protein-coding	CCT4	chaperonin containing TCP1 subunit 4	0.0357749729920288	0.0124964967123311	basal	NA
3080	ENSG00000115486	2677	protein-coding	GGCX	gamma-glutamyl carboxylase	0.0168280775124555	0.00271975030289847	basal	NA
3081	ENSG00000115504	23301	protein-coding	EHBP1	EH domain binding protein 1	0.162485897291382	0.0264269834867806	basal	NA
3082	ENSG00000115514	10190	protein-coding	TXNDC9	thioredoxin domain containing 9	-0.00185564805829025	0.0463254165146219	basal	NA
3083	ENSG00000115520	80219	protein-coding	COQ10B	coenzyme Q10B	-0.0310524900244049	0.0607513129649368	basal	NA
3084	ENSG00000115524	23451	protein-coding	SF3B1	splicing factor 3b subunit 1	0.05713549012308	0.0113589811940188	basal	NA
3085	ENSG00000115525	8869	protein-coding	ST3GAL5	ST3 beta-galactoside alpha-2,3-sialyltransferase 5	0.12599362018277	0.049309287125232	basal	NA
3086	ENSG00000115526	9486	protein-coding	CHST10	carbohydrate sulfotransferase 10	-0.0464365671458676	0.00542828687081285	basal	NA
3087	ENSG00000115539	79031	protein-coding	PDCL3	phosducin like 3	-0.0129474919172605	0.0300003302608249	basal	NA
3088	ENSG00000115540	25843	protein-coding	MOB4	MOB family member 4, phocein	0.0453889827974644	0.0245079563400294	basal	NA
3089	ENSG00000115541	3336	protein-coding	HSPE1	heat shock protein family E (Hsp10) member 1	-0.043392680083475	0.0273493319276437	basal	NA
3090	ENSG00000115548	55818	protein-coding	KDM3A	lysine demethylase 3A	0.0936727631247784	0.281334024076315	basal	NA
3091	ENSG00000115556	84812	protein-coding	PLCD4	phospholipase C delta 4	-0.297081087041365	0.0703387400008552	basal	NA
3092	ENSG00000115561	51652	protein-coding	CHMP3	charged multivesicular body protein 3	0.0334515082986366	0.00611768217681336	basal	NA
3093	ENSG00000115568	7701	protein-coding	ZNF142	zinc finger protein 142	-0.0337861919186084	0.00677642325534035	basal	NA
3094	ENSG00000115594	3554	protein-coding	IL1R1	interleukin 1 receptor type 1	-0.0115681665590247	0.0185856042606928	basal	NA
3095	ENSG00000115641	2274	protein-coding	FHL2	four and a half LIM domains 2	-0.00615775444267389	0.0255488359896537	basal	NA
3096	ENSG00000115648	79083	protein-coding	MLPH	melanophilin	-0.00107557652206042	0.0161099421224035	basal	NA
3097	ENSG00000115649	27013	protein-coding	CNPPD1	cyclin Pas1/PHO80 domain containing 1	0.0341284926089544	0.0145549706536469	basal	NA
3098	ENSG00000115652	80146	protein-coding	UXS1	UDP-glucuronate decarboxylase 1	-0.0740297094366353	0.0242832378271396	basal	NA
3099	ENSG00000115657	10058	protein-coding	ABCB6	ATP binding cassette subfamily B member 6 (Langereis blood group)	0.133424099533088	0.0265004344237408	basal	NA
3100	ENSG00000115677	3069	protein-coding	HDLBP	high density lipoprotein binding protein	-0.0197760142894822	0.00124637688055108	basal	NA
3101	ENSG00000115685	5510	protein-coding	PPP1R7	protein phosphatase 1 regulatory subunit 7	0.0252491249279144	0.00957517702972101	basal	NA
3102	ENSG00000115687	23178	protein-coding	PASK	PAS domain containing serine/threonine kinase	0.0643003622648163	0.0153414055193356	basal	NA
3103	ENSG00000115694	10494	protein-coding	STK25	serine/threonine kinase 25	0.125827531363561	0.0630349071820061	basal	NA
3104	ENSG00000115738	3398	protein-coding	ID2	inhibitor of DNA binding 2	-0.498447140842337	0.201377312225653	basal	NA
3105	ENSG00000115750	9014	protein-coding	TAF1B	TATA-box binding protein associated factor, RNA polymerase I subunit B	0.0280047187441273	0.00328724282193653	basal	NA
3106	ENSG00000115756	3241	protein-coding	HPCAL1	hippocalcin like 1	-0.0955984836946386	0.166152136885663	basal	NA
3107	ENSG00000115758	4953	protein-coding	ODC1	ornithine decarboxylase 1	-0.0665508275470345	0.0977867628702098	basal	NA
3108	ENSG00000115760	57448	protein-coding	BIRC6	baculoviral IAP repeat containing 6	-0.0668701814869537	0.0766940878090314	basal	NA
3109	ENSG00000115761	79954	protein-coding	NOL10	nucleolar protein 10	0.0336610394182753	0.0106956999023148	basal	NA
3110	ENSG00000115762	55041	protein-coding	PLEKHB2	pleckstrin homology domain containing B2	0.0682470486951427	0.0125085839961608	basal	NA
3111	ENSG00000115806	26003	protein-coding	GORASP2	golgi reassembly stacking protein 2	0.0160556180175466	0.0190788432250643	basal	NA
3112	ENSG00000115808	6801	protein-coding	STRN	striatin	-0.0231551629809533	0.0333913169428841	basal	NA
3113	ENSG00000115816	10153	protein-coding	CEBPZ	CCAAT enhancer binding protein zeta	-0.0357032831412873	0.0154549037882436	basal	NA
3114	ENSG00000115825	23683	protein-coding	PRKD3	protein kinase D3	0.0613823752139185	0.0077322788128171	basal	NA
3115	ENSG00000115827	80067	protein-coding	DCAF17	DDB1 and CUL4 associated factor 17	-0.039640618810216	0.00725893893527966	basal	NA
3116	ENSG00000115828	25797	protein-coding	QPCT	glutaminyl-peptide cyclotransferase	-0.0992878543265106	0.0319671392297737	basal	NA
3117	ENSG00000115839	22930	protein-coding	RAB3GAP1	RAB3 GTPase activating protein catalytic subunit 1	0.0339774329954127	0.0121903752553803	basal	NA
3118	ENSG00000115840	8604	protein-coding	SLC25A12	solute carrier family 25 member 12	-0.050598372476584	0.0130268992025286	basal	NA
3119	ENSG00000115841	151393	protein-coding	RMDN2	regulator of microtubule dynamics 2	-0.0504674047475422	0.0170774403697387	basal	NA
3120	ENSG00000115866	1615	protein-coding	DARS1	aspartyl-tRNA synthetase 1	-0.0271709311080864	0.0263940933773243	basal	NA
3121	ENSG00000115875	6432	protein-coding	SRSF7	serine and arginine rich splicing factor 7	0.0408717743326711	0.0121295159539731	basal	NA
3122	ENSG00000115884	6382	protein-coding	SDC1	syndecan 1	-0.0785629533136861	0.0220391891244553	basal	NA
3123	ENSG00000115902	6509	protein-coding	SLC1A4	solute carrier family 1 member 4	0.107918043317766	0.177479163114487	basal	NA
3124	ENSG00000115904	6654	protein-coding	SOS1	SOS Ras/Rac guanine nucleotide exchange factor 1	-0.031894755530868	0.007044073250899	basal	NA
3125	ENSG00000115919	8942	protein-coding	KYNU	kynureninase	-0.731610306187229	0.436273143871675	basal	NA
3126	ENSG00000115935	7456	protein-coding	WIPF1	WAS/WASL interacting protein family member 1	-0.0095362118855188	0.00189121637633039	basal	NA
3127	ENSG00000115942	4999	protein-coding	ORC2	origin recognition complex subunit 2	0.0823113149224327	0.00442044845599997	basal	NA
3128	ENSG00000115944	9167	protein-coding	COX7A2L	cytochrome c oxidase subunit 7A2 like	-0.00520572704090166	0.0161665987774352	basal	NA
3129	ENSG00000115946	56902	protein-coding	PNO1	partner of NOB1 homolog	0.0145365055116039	0.0036273200618556	basal	NA
3130	ENSG00000115947	5000	protein-coding	ORC4	origin recognition complex subunit 4	0.0274965533556829	0.0201807701704309	basal	NA
3131	ENSG00000115963	390	protein-coding	RND3	Rho family GTPase 3	-0.0660121417604857	0.0209149491070349	basal	NA
3132	ENSG00000115966	1386	protein-coding	ATF2	activating transcription factor 2	-0.0457627647468014	0.0176889815464301	basal	NA
3133	ENSG00000115970	63892	protein-coding	THADA	THADA armadillo repeat containing	-0.133438432272968	0.0668989911600808	basal	NA
3134	ENSG00000115977	22848	protein-coding	AAK1	AP2 associated kinase 1	-0.0229734767290289	0.0110421887754058	basal	NA
3135	ENSG00000115993	66008	protein-coding	TRAK2	trafficking kinesin protein 2	0.105369287233602	0.0257542488538853	basal	NA
3136	ENSG00000115998	54980	protein-coding	C2orf42	chromosome 2 open reading frame 42	0.0274261743891799	0.00946637764053231	basal	NA
3137	ENSG00000116001	7072	protein-coding	TIA1	TIA1 cytotoxic granule associated RNA binding protein	-0.0357352957688921	0.0307622322936353	basal	NA
3138	ENSG00000116005	51449	protein-coding	PCYOX1	prenylcysteine oxidase 1	-0.0641518181192612	0.00703858342981117	basal	NA
3139	ENSG00000116016	2034	protein-coding	EPAS1	endothelial PAS domain protein 1	-0.0930284939170147	0.017873636996012	basal	NA
3140	ENSG00000116017	1820	protein-coding	ARID3A	AT-rich interaction domain 3A	0.215693728675516	0.113760914863906	basal	NA
3141	ENSG00000116030	7341	protein-coding	SUMO1	small ubiquitin like modifier 1	0.0101095262378777	0.00330591611388367	basal	NA
3142	ENSG00000116044	4780	protein-coding	NFE2L2	NFE2 like bZIP transcription factor 2	0.172959937607777	0.0909012239798337	basal	NA
3143	ENSG00000116062	2956	protein-coding	MSH6	mutS homolog 6	-0.082065080987353	0.0298472142181721	basal	NA
3144	ENSG00000116095	65977	protein-coding	PLEKHA3	pleckstrin homology domain containing A3	-0.0632489739766817	0.0197636891561876	basal	NA
3145	ENSG00000116096	6697	protein-coding	SPR	sepiapterin reductase	-0.0612488993269169	0.0224587417015168	basal	NA
3146	ENSG00000116106	2043	protein-coding	EPHA4	EPH receptor A4	-0.110857013185423	0.0294754130973728	basal	NA
3147	ENSG00000116117	117583	protein-coding	PARD3B	par-3 family cell polarity regulator beta	-0.111741070987172	0.0149281809102547	basal	NA
3148	ENSG00000116120	10056	protein-coding	FARSB	phenylalanyl-tRNA synthetase subunit beta	0.0315282559011978	0.00187935756096867	basal	NA
3149	ENSG00000116127	7840	protein-coding	ALMS1	ALMS1 centrosome and basal body associated protein	0.161383628942671	0.100692246045502	basal	NA
3150	ENSG00000116128	607	protein-coding	BCL9	BCL9 transcription coactivator	-0.0210627813258865	0.0403304064269988	basal	NA
3151	ENSG00000116132	5396	protein-coding	PRRX1	paired related homeobox 1	-0.0202977098397613	0.00235324186853122	basal	NA
3152	ENSG00000116133	1718	protein-coding	DHCR24	24-dehydrocholesterol reductase	0.0211142335585176	0.0159974129570003	basal	NA
3153	ENSG00000116138	23341	protein-coding	DNAJC16	DnaJ heat shock protein family (Hsp40) member C16	0.105890681869037	0.0260845592517108	basal	NA
3154	ENSG00000116151	79906	protein-coding	MORN1	MORN repeat containing 1	0.037781269046843	0.00787892026321402	basal	NA
3155	ENSG00000116157	2882	protein-coding	GPX7	glutathione peroxidase 7	-0.0245988453111928	0.00717368339589413	basal	NA
3156	ENSG00000116161	27101	protein-coding	CACYBP	calcyclin binding protein	0.107371979392376	0.027761703595372	basal	NA
3157	ENSG00000116171	6342	protein-coding	SCP2	sterol carrier protein 2	-0.123201252618574	0.00865435566335241	basal	NA
3158	ENSG00000116191	55103	protein-coding	RALGPS2	Ral GEF with PH domain and SH3 binding motif 2	0.0316949799236258	0.0541670394164113	basal	NA
3159	ENSG00000116198	9731	protein-coding	CEP104	centrosomal protein 104	0.195000339349566	0.0401565788896051	basal	NA
3160	ENSG00000116199	9917	protein-coding	FAM20B	FAM20B glycosaminoglycan xylosylkinase	0.0040788658258329	0.00128280860033039	basal	NA
3161	ENSG00000116205	127428	protein-coding	TCEANC2	transcription elongation factor A N-terminal and central domain containing 2	0.0501210589742411	0.00757480500794908	basal	NA
3162	ENSG00000116209	9528	protein-coding	TMEM59	transmembrane protein 59	-0.0272475052208718	0.00621645102897893	basal	NA
3163	ENSG00000116212	115353	protein-coding	LRRC42	leucine rich repeat containing 42	-0.0626192895315834	0.0108059998398492	basal	NA
3164	ENSG00000116213	49856	protein-coding	WRAP73	WD repeat containing, antisense to TP73	-0.0300950991305844	0.00478330412738328	basal	NA
3165	ENSG00000116221	51253	protein-coding	MRPL37	mitochondrial ribosomal protein L37	0.0155981695002174	0.0020204192078658	basal	NA
3166	ENSG00000116237	23463	protein-coding	ICMT	isoprenylcysteine carboxyl methyltransferase	-0.0396397945965549	0.0387186779767328	basal	NA
3167	ENSG00000116251	6146	protein-coding	RPL22	ribosomal protein L22	0.0356780409772663	0.0336724601280974	basal	NA
3168	ENSG00000116260	5768	protein-coding	QSOX1	quiescin sulfhydryl oxidase 1	-0.0156779175716947	0.00267938399513853	basal	NA
3169	ENSG00000116266	6814	protein-coding	STXBP3	syntaxin binding protein 3	-0.032373560936095	0.0172394734658119	basal	NA
3170	ENSG00000116273	148479	protein-coding	PHF13	PHD finger protein 13	-0.333394369965891	0.175361100432978	basal	NA
3171	ENSG00000116285	54206	protein-coding	ERRFI1	ERBB receptor feedback inhibitor 1	0.0258687636697394	0.0681573696128249	basal	NA
3172	ENSG00000116288	11315	protein-coding	PARK7	Parkinsonism associated deglycase	0.00761871261147201	0.028659696587637	basal	NA
3173	ENSG00000116337	271	protein-coding	AMPD2	adenosine monophosphate deaminase 2	-0.0920759909503534	0.0387999131181583	basal	NA
3174	ENSG00000116350	6429	protein-coding	SRSF4	serine and arginine rich splicing factor 4	0.0184608925289625	0.015533148924566	basal	NA
3175	ENSG00000116353	51102	protein-coding	MECR	mitochondrial trans-2-enoyl-CoA reductase	0.115172045456489	0.00997419487740512	basal	NA
3176	ENSG00000116396	3749	protein-coding	KCNC4	potassium voltage-gated channel subfamily C member 4	-0.434321645618785	0.222382713210746	basal	NA
3177	ENSG00000116406	80267	protein-coding	EDEM3	ER degradation enhancing alpha-mannosidase like protein 3	-0.00832199816158517	0.00295903457402377	basal	NA
3178	ENSG00000116455	79084	protein-coding	WDR77	WD repeat domain 77	-0.105148268677144	0.0180282635881068	basal	NA
3179	ENSG00000116459	515	protein-coding	ATP5PB	ATP synthase peripheral stalk-membrane subunit b	0.0285301421502885	0.0164167819930191	basal	NA
3180	ENSG00000116473	5906	protein-coding	RAP1A	RAP1A, member of RAS oncogene family	-0.0287866312958134	0.273560920233491	basal	NA
3181	ENSG00000116478	3065	protein-coding	HDAC1	histone deacetylase 1	0.0116739656125539	0.00223292568525298	basal	NA
3182	ENSG00000116489	829	protein-coding	CAPZA1	capping actin protein of muscle Z-line subunit alpha 1	0.0546809386765872	0.00196566332114231	basal	NA
3183	ENSG00000116497	64766	protein-coding	S100PBP	S100P binding protein	0.0431576053691647	0.0122069965047987	basal	NA
3184	ENSG00000116521	10067	protein-coding	SCAMP3	secretory carrier membrane protein 3	0.036514092075576	0.00547160011929004	basal	NA
3185	ENSG00000116525	55223	protein-coding	TRIM62	tripartite motif containing 62	0.0570208268711893	0.103311343925342	basal	NA
3186	ENSG00000116539	55870	protein-coding	ASH1L	ASH1 like histone lysine methyltransferase	0.140835260344842	0.0237768808158623	basal	NA
3187	ENSG00000116560	6421	protein-coding	SFPQ	splicing factor proline and glutamine rich	0.0256809142552226	0.00528362740094763	basal	NA
3188	ENSG00000116580	54856	protein-coding	GON4L	gon-4 like	0.00796335691459927	0.00393085254743756	basal	NA
3189	ENSG00000116584	9181	protein-coding	ARHGEF2	Rho/Rac guanine nucleotide exchange factor 2	0.0304362349186045	0.0151207341315678	basal	NA
3190	ENSG00000116586	28956	protein-coding	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	0.0244409859205698	0.00826100904691742	basal	NA
3191	ENSG00000116604	4209	protein-coding	MEF2D	myocyte enhancer factor 2D	0.0440647376154083	0.140031783822363	basal	NA
3192	ENSG00000116641	85440	protein-coding	DOCK7	dedicator of cytokinesis 7	-0.149968456243097	0.0569054817721778	basal	NA
3193	ENSG00000116649	6723	protein-coding	SRM	spermidine synthase	-0.0233991101326035	0.0063827081116293	basal	NA
3194	ENSG00000116661	26232	protein-coding	FBXO2	F-box protein 2	-1.54752336256563	1.19868387173413	sparse	NA
3195	ENSG00000116663	26270	protein-coding	FBXO6	F-box protein 6	-0.0490376238521201	0.0121732261390601	basal	NA
3196	ENSG00000116667	81563	protein-coding	C1orf21	chromosome 1 open reading frame 21	-0.620375514013407	0.360499457962149	basal	NA
3197	ENSG00000116668	54823	protein-coding	SWT1	SWT1 RNA endoribonuclease homolog	0.180233558566541	0.0651008538781215	basal	NA
3198	ENSG00000116670	10459	protein-coding	MAD2L2	mitotic arrest deficient 2 like 2	-0.0215389900463636	0.00449131400425099	basal	NA
3199	ENSG00000116675	9829	protein-coding	DNAJC6	DnaJ heat shock protein family (Hsp40) member C6	0.0218432374915183	0.00433958207281957	basal	NA
3200	ENSG00000116678	3953	protein-coding	LEPR	leptin receptor	-0.382860242322117	0.299768876494374	basal	NA
3201	ENSG00000116679	10625	protein-coding	IVNS1ABP	influenza virus NS1A binding protein	0.0544406757682919	0.018021560026988	basal	NA
3202	ENSG00000116685	90231	protein-coding	KIAA2013	KIAA2013	-0.0205089659943278	0.00306545641473219	basal	NA
3203	ENSG00000116688	9927	protein-coding	MFN2	mitofusin 2	-0.0104833147351137	0.0166980972671512	basal	NA
3204	ENSG00000116691	60672	protein-coding	MIIP	migration and invasion inhibitory protein	-0.00869474603011166	0.00324268915777635	basal	NA
3205	ENSG00000116698	9887	protein-coding	SMG7	SMG7 nonsense mediated mRNA decay factor	0.0386513540571633	0.0136862643304834	basal	NA
3206	ENSG00000116704	23169	protein-coding	SLC35D1	solute carrier family 35 member D1	0.0561709625971396	0.00665549229695164	basal	NA
3207	ENSG00000116711	5321	protein-coding	PLA2G4A	phospholipase A2 group IVA	-0.446863361315958	0.256727815356981	basal	NA
3208	ENSG00000116717	1647	protein-coding	GADD45A	growth arrest and DNA damage inducible alpha	-0.0205458515318019	0.00470635630879229	basal	NA
3209	ENSG00000116729	79971	protein-coding	WLS	Wnt ligand secretion mediator	0.00476429928106676	0.0402610622387163	basal	NA
3210	ENSG00000116731	7799	protein-coding	PRDM2	PR/SET domain 2	0.110551810123872	0.0376697946436459	basal	NA
3211	ENSG00000116741	5997	protein-coding	RGS2	regulator of G protein signaling 2	-0.0971757697805952	0.0391433704144689	basal	NA
3212	ENSG00000116747	6738	protein-coding	RO60	Ro60, Y RNA binding protein	0.0909737163355748	0.0140430394318785	basal	NA
3213	ENSG00000116750	51377	protein-coding	UCHL5	ubiquitin C-terminal hydrolase L5	0.0363074064786371	0.00842398325291105	basal	NA
3214	ENSG00000116752	10286	protein-coding	BCAS2	BCAS2 pre-mRNA processing factor	0.023731414411743	0.00203652187141221	basal	NA
3215	ENSG00000116754	9295	protein-coding	SRSF11	serine and arginine rich splicing factor 11	0.0557748525320964	0.00576624745993095	basal	NA
3216	ENSG00000116761	1491	protein-coding	CTH	cystathionine gamma-lyase	0.0524176579373401	0.0193425897842027	basal	NA
3217	ENSG00000116771	79814	protein-coding	AGMAT	agmatinase	-0.0219247539429558	0.00585293716426556	basal	NA
3218	ENSG00000116774	56944	protein-coding	OLFML3	olfactomedin like 3	-0.722294002363032	0.180864576598082	basal	NA
3219	ENSG00000116786	23207	protein-coding	PLEKHM2	pleckstrin homology and RUN domain containing M2	-0.0901400906235697	0.0390079532499571	basal	NA
3220	ENSG00000116791	1429	protein-coding	CRYZ	crystallin zeta	-0.0687918889099384	0.00633554152531727	basal	NA
3221	ENSG00000116793	10745	protein-coding	PHTF1	putative homeodomain transcription factor 1	0.325161312124008	0.0902329650115034	basal	NA
3222	ENSG00000116809	7709	protein-coding	ZBTB17	zinc finger and BTB domain containing 17	0.00997322063354563	0.00607453530269237	basal	NA
3223	ENSG00000116815	965	protein-coding	CD58	CD58 molecule	-0.13693518707128	0.0463814180912832	basal	NA
3224	ENSG00000116830	8458	protein-coding	TTF2	transcription termination factor 2	0.0248416863447339	0.00146531911917256	basal	NA
3225	ENSG00000116857	252839	protein-coding	TMEM9	transmembrane protein 9	-0.340865715535835	0.0808737173023304	basal	NA
3226	ENSG00000116863	54936	protein-coding	ADPRS	ADP-ribosylserine hydrolase	0.0328914575326458	0.00770685298188838	basal	NA
3227	ENSG00000116871	55700	protein-coding	MAP7D1	MAP7 domain containing 1	0.0146196344552844	0.0495345981723611	basal	NA
3228	ENSG00000116874	10352	protein-coding	WARS2	tryptophanyl tRNA synthetase 2, mitochondrial	0.108574540587903	0.0320971564199009	basal	NA
3229	ENSG00000116885	127700	protein-coding	OSCP1	organic solute carrier partner 1	0.0280790280729931	0.00355043837785835	basal	NA
3230	ENSG00000116898	64960	protein-coding	MRPS15	mitochondrial ribosomal protein S15	-0.0290650781446776	0.0133548296982785	basal	NA
3231	ENSG00000116903	149371	protein-coding	EXOC8	exocyst complex component 8	-0.00462862968601891	0.0193167880563482	basal	NA
3232	ENSG00000116906	8443	protein-coding	GNPAT	glyceronephosphate O-acyltransferase	0.0368434160824484	0.00538638410499388	basal	NA
3233	ENSG00000116918	7257	protein-coding	TSNAX	translin associated factor X	-0.0830227760055936	0.00431046527734996	basal	NA
3234	ENSG00000116922	54955	protein-coding	C1orf109	chromosome 1 open reading frame 109	0.0248111570522036	0.00969576332141214	basal	NA
3235	ENSG00000116954	64121	protein-coding	RRAGC	Ras related GTP binding C	-0.0738816530584508	0.0118710342324177	basal	NA
3236	ENSG00000116962	4811	protein-coding	NID1	nidogen 1	-0.0967715104638838	0.19975130694016	basal	NA
3237	ENSG00000116977	3964	protein-coding	LGALS8	galectin 8	0.0106709126687235	0.022143867860656	basal	NA
3238	ENSG00000116984	4548	protein-coding	MTR	5-methyltetrahydrofolate-homocysteine methyltransferase	0.0939793602806867	0.0303838586067227	basal	NA
3239	ENSG00000116991	57568	protein-coding	SIPA1L2	signal induced proliferation associated 1 like 2	-0.0474868580335569	0.0487171943959762	basal	NA
3240	ENSG00000117000	6018	protein-coding	RLF	RLF zinc finger	0.0687689078285553	0.0180325133164561	basal	NA
3241	ENSG00000117020	10000	protein-coding	AKT3	AKT serine/threonine kinase 3	-0.0133744823977578	0.00103460165718767	basal	NA
3242	ENSG00000117036	2117	protein-coding	ETV3	ETS variant transcription factor 3	-0.0258437715720562	0.028613776383028	basal	NA
3243	ENSG00000117054	34	protein-coding	ACADM	acyl-CoA dehydrogenase medium chain	0.0239299906937372	0.0116471099638642	basal	NA
3244	ENSG00000117114	23266	protein-coding	ADGRL2	adhesion G protein-coupled receptor L2	-0.388541051446238	0.179233191351291	basal	NA
3245	ENSG00000117118	6390	protein-coding	SDHB	succinate dehydrogenase complex iron sulfur subunit B	-0.0550717669067612	0.0145765096645872	basal	NA
3246	ENSG00000117122	4237	protein-coding	MFAP2	microfibril associated protein 2	0.0174780268038947	0.0371985074012579	basal	NA
3247	ENSG00000117133	80135	protein-coding	RPF1	ribosome production factor 1 homolog	0.0517074274709737	0.00988601305458069	basal	NA
3248	ENSG00000117139	10765	protein-coding	KDM5B	lysine demethylase 5B	0.00950596727702987	0.0689666521016063	basal	NA
3249	ENSG00000117143	6675	protein-coding	UAP1	UDP-N-acetylglucosamine pyrophosphorylase 1	0.0227384393042614	0.0304208200860645	basal	NA
3250	ENSG00000117151	1486	protein-coding	CTBS	chitobiase	-0.0814812322994484	0.0159329310587232	basal	NA
3251	ENSG00000117152	5999	protein-coding	RGS4	regulator of G protein signaling 4	0.00918406285266126	0.062378337713424	basal	NA
3252	ENSG00000117153	59349	protein-coding	KLHL12	kelch like family member 12	0.00554456296625468	0.00828879384400646	basal	NA
3253	ENSG00000117155	117178	protein-coding	SSX2IP	SSX family member 2 interacting protein	-0.0165023553646564	0.00534855160176771	basal	NA
3254	ENSG00000117174	54680	protein-coding	ZNHIT6	zinc finger HIT-type containing 6	0.0404691365900745	0.0108485491803181	basal	NA
3255	ENSG00000117222	5929	protein-coding	RBBP5	RB binding protein 5, histone lysine methyltransferase complex subunit	-0.180350397754877	0.044624209963383	basal	NA
3256	ENSG00000117226	2635	protein-coding	GBP3	guanylate binding protein 3	-0.140497003029122	0.00963238090137134	basal	NA
3257	ENSG00000117228	2633	protein-coding	GBP1	guanylate binding protein 1	0.00929396192025681	0.00676259531466999	basal	NA
3258	ENSG00000117242	100861548	ncRNA	PINK1-AS	PINK1 antisense RNA	-0.0818395043661088	0.0222598399450792	basal	NA
3259	ENSG00000117262	653519	protein-coding	GPR89A	G protein-coupled receptor 89A	-0.0700106091470482	0.0700312711077619	basal	NA
3260	ENSG00000117280	8934	protein-coding	RAB29	RAB29, member RAS oncogene family	-0.00864981523459916	0.0105887045640365	basal	NA
3261	ENSG00000117298	1889	protein-coding	ECE1	endothelin converting enzyme 1	-0.0617254053004867	0.00925318411062682	basal	NA
3262	ENSG00000117305	3155	protein-coding	HMGCL	3-hydroxy-3-methylglutaryl-CoA lyase	-0.000155818049746408	0.0277633425597065	basal	NA
